,altitude,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,speed,timestamp,unknown_88,time_elapsed,time_interval,speed_mph,difference_in_speed_mph,speed_kmh,difference_in_speed_kmh,speed_meters_sec,speed_feet_sec,pace_min_mile,pace_min_km,distance_total_miles,distance_total_km,distance_interval_miles,distance_interval_km,elevation_meters,elevation_feet,rise_meters,rise_feet,run_meters,run_feet,gradient_%,hr_%
10,25.2,191.1,25.2,5.561,130.0,445897735.0,-1456502185.0,5.561,2020-06-18 13:54:12,300.0,0 days 00:00:39.000000000,0 days 00:00:11.000000000,12.439603118181818,0.8768790545454568,20.019599999999997,1.411200000000001,5.561,18.24475124,4.823305006596517,2.997062878379189,0.11874403483655452,0.1911,0.039494354242424236,0.06355999999999999,25.2,82.677168,-4.199999999999999,-13.779527999999997,63.55999999999999,208.53019039999995,-6.607929515418502,67.0103092783505
11,23.6,242.07,23.6,5.645,133.0,445892902.0,-1456498956.0,5.645,2020-06-18 13:54:21,300.0,0 days 00:00:48.000000000,0 days 00:00:09.000000000,12.62750577272727,0.18790265454545185,20.322,0.3024000000000022,5.645,18.520341799999997,4.7515321774461,2.952465308532625,0.15041532450489142,0.24206999999999998,0.03167129068181818,0.05097,23.6,77.427824,-1.5999999999999979,-5.249343999999993,50.97,167.2244148,-3.139101432215024,68.55670103092784
12,23.6,270.2,23.6,5.477,134.0,445890008.0,-1456497912.0,5.477,2020-06-18 13:54:26,300.0,0 days 00:00:53.000000000,0 days 00:00:05.000000000,12.251700463636364,-0.3758053090909055,19.717200000000002,-0.6047999999999973,5.477,17.96916068,4.897279375877894,3.04302842188546,0.16789449614252763,0.2702,0.01747917219696969,0.028129999999999995,23.6,77.427824,0.0,0.0,28.129999999999995,92.29002919999998,0.0,69.0721649484536
13,23.4,307.92,23.4,5.123,135.0,445885973.0,-1456497964.0,5.123,2020-06-18 13:54:33,300.0,0 days 00:01:00.000000000,0 days 00:00:07.000000000,11.459824990909091,-0.7918754727272734,18.4428,-1.2744000000000035,5.123,16.80774332,5.2356820499088865,3.253302101633158,0.19133261751371988,0.30792,0.023438122121212136,0.037720000000000024,23.4,76.771656,-0.20000000000000284,-0.6561680000000093,37.72000000000003,123.75328480000009,-0.5302226935312903,69.58762886597938
14,24.4,319.53,24.4,5.664,136.0,445885066.0,-1456499002.0,5.664,2020-06-18 13:54:35,300.0,0 days 00:01:02.000000000,0 days 00:00:02.000000000,12.670007563636362,1.2101825727272715,20.390399999999996,1.9475999999999978,5.664,18.58267776,4.735593068800005,2.94256120527307,0.1985467370555953,0.31953,0.007214119772727246,0.011609999999999957,24.4,80.05249599999999,1.0,3.28084,11.609999999999957,38.09055239999986,8.613264427217949,70.10309278350515
15,25.4,332.15,25.4,6.018,137.0,445884805.0,-1456500650.0,6.018,2020-06-18 13:54:37,300.0,0 days 00:01:04.000000000,0 days 00:00:02.000000000,13.461883036363636,0.7918754727272734,21.6648,1.2744000000000035,6.018,19.74409512,4.457028770635299,2.7694693696687716,0.20638844150163047,0.33215,0.007841704696969699,0.012620000000000004,25.4,83.33333599999999,1.0,3.28084,12.620000000000005,41.40420080000001,7.923930269413628,70.61855670103093
16,31.6,396.87,31.6,5.776,137.0,445885409.0,-1456509339.0,5.776,2020-06-18 13:54:48,300.0,0 days 00:01:15.000000000,0 days 00:00:11.000000000,12.920544436363638,-0.5413385999999978,20.793599999999998,-0.8712000000000018,5.776,18.95013184,4.643767164418841,2.88550323176362,0.24660358506323074,0.39687,0.04021514484848487,0.06472000000000003,31.6,103.674544,6.200000000000003,20.34120800000001,64.72000000000003,212.33596480000008,9.57972805933251,70.61855670103093
17,33.2,462.63,33.2,5.738,134.0,445885695.0,-1456518188.0,5.738,2020-06-18 13:54:59,300.0,0 days 00:01:26.000000000,0 days 00:00:11.000000000,12.835540854545457,-0.08500358181818157,20.656800000000004,-0.13679999999999382,5.738,18.82545992,4.6745205893487665,2.904612524689206,0.2874649546647578,0.46263,0.0408613709090909,0.06575999999999999,33.2,108.923888,1.6000000000000014,5.249344000000004,65.75999999999999,215.74803839999996,2.4330900243309026,69.0721649484536
18,34.4,527.6,34.4,5.972,135.0,445886071.0,-1456526924.0,5.972,2020-06-18 13:55:10,300.0,0 days 00:01:37.000000000,0 days 00:00:11.000000000,13.358983963636366,0.5234431090909091,21.499200000000002,0.8423999999999978,5.972,19.59317648,4.4913595347761595,2.7908015181960257,0.3278354410244174,0.5276000000000001,0.040370487651515165,0.06497000000000003,34.4,112.860896,1.1999999999999957,3.937007999999986,64.97000000000003,213.1561748000001,1.8470063106048873,69.58762886597938
19,34.6,592.31,34.6,6.196,135.0,445886370.0,-1456535630.0,6.196,2020-06-18 13:55:20,300.0,0 days 00:01:47.000000000,0 days 00:00:10.000000000,13.860057709090908,0.5010737454545424,22.3056,0.8063999999999965,6.196,20.32808464,4.328986304338804,2.689907467183129,0.36804437087409525,0.5923099999999999,0.04020893113636359,0.06470999999999992,34.6,113.517064,0.20000000000000284,0.6561680000000093,64.70999999999992,212.30315639999975,0.30907124092103705,69.58762886597938
20,34.4,656.45,34.4,6.093,138.0,445885848.0,-1456544234.0,6.093,2020-06-18 13:55:30,300.0,0 days 00:01:57.000000000,0 days 00:00:10.000000000,13.629653263636362,-0.2304044454545462,21.9348,-0.37079999999999913,6.093,19.99015812,4.4021662796132,2.7353793971223808,0.4078991191441979,0.6564500000000001,0.03985474954545461,0.0641400000000001,34.4,112.860896,-0.20000000000000284,-0.6561680000000093,64.1400000000001,210.43307760000033,-0.31181789834736906,71.1340206185567
21,34.6,706.94,34.6,6.308,139.0,445885735.0,-1456551026.0,6.308,2020-06-18 13:55:38,300.0,0 days 00:02:05.000000000,0 days 00:00:08.000000000,14.110594581818182,0.48094131818182007,22.7088,0.7740000000000009,6.308,20.69553872,4.252124150552192,2.642147537518495,0.43927215064026087,0.70694,0.03137303250000001,0.05049000000000001,34.6,113.517064,0.20000000000000284,0.6561680000000093,50.49000000000001,165.64961160000004,0.3961180431768722,71.64948453608247
22,34.8,726.29,34.8,6.317,140.0,445885330.0,-1456553579.0,6.317,2020-06-18 13:55:41,300.0,0 days 00:02:08.000000000,0 days 00:00:03.000000000,14.13072700909091,0.020132427272727682,22.7412,0.032399999999999096,6.317,20.72506628,4.246066034776512,2.63838319877579,0.45129568321005326,0.72629,0.012023532954545398,0.01934999999999991,34.8,114.17323199999998,0.19999999999999574,0.656167999999986,19.34999999999991,63.4842539999997,1.0335917312661325,72.16494845360825
23,34.8,738.95,34.8,6.28,141.0,445884556.0,-1456554970.0,6.28,2020-06-18 13:55:43,300.0,0 days 00:02:10.000000000,0 days 00:00:02.000000000,14.047960363636365,-0.08276664545454437,22.608,-0.13319999999999865,6.28,20.6036752,4.2710826658731245,2.653927813163482,0.45916224250377796,0.73895,0.007866559545454597,0.012660000000000083,34.8,114.17323199999998,0.0,0.0,12.660000000000082,41.53543440000027,0.0,72.68041237113401
24,34.8,751.13,34.8,6.056,141.0,445883479.0,-1456555896.0,6.056,2020-06-18 13:55:45,300.0,0 days 00:02:12.000000000,0 days 00:00:02.000000000,13.54688661818182,-0.501073745454546,21.801599999999997,-0.8064000000000036,6.056,19.86876704,4.4290619454562785,2.7520915896081024,0.46673054362522864,0.75113,0.007568301363636333,0.01217999999999995,34.8,114.17323199999998,0.0,0.0,12.17999999999995,39.96063119999984,0.0,72.68041237113401
25,34.6,763.6,34.6,6.168,141.0,445882222.0,-1456556469.0,6.168,2020-06-18 13:55:47,300.0,0 days 00:02:14.000000000,0 days 00:00:02.000000000,13.797423490909091,0.2505368727272721,22.2048,0.4032000000000018,6.168,20.23622112,4.348637993139304,2.702118460873325,0.4744790423924282,0.7636000000000001,0.007748499015151533,0.012470000000000028,34.6,113.517064,-0.19999999999999574,-0.656167999999986,12.470000000000027,40.91207480000009,-1.603849238171574,72.68041237113401
26,33.0,828.17,33.0,5.99,139.0,445875293.0,-1456556662.0,5.99,2020-06-18 13:55:57,300.0,0 days 00:02:24.000000000,0 days 00:00:10.000000000,13.39924881818182,-0.39817467272727214,21.564,-0.6407999999999987,5.99,19.6522316,4.477862961883677,2.782415136338342,0.5146009802751929,0.82817,0.04012193916666663,0.06456999999999993,33.0,108.26772,-1.6000000000000014,-5.249344000000004,64.56999999999994,211.8438387999998,-2.477930927675396,71.64948453608247
27,31.8,892.32,31.8,5.701,139.0,445868398.0,-1456556477.0,5.701,2020-06-18 13:56:08,300.0,0 days 00:02:35.000000000,0 days 00:00:11.000000000,12.752774209090909,-0.6464746090909106,20.5236,-1.0404000000000018,5.701,18.704068839999998,4.704858646146857,2.923463719815237,0.5544619422572179,0.89232,0.039860963257575814,0.0641500000000001,31.8,104.330712,-1.1999999999999993,-3.937007999999998,64.15000000000009,210.4658860000003,-1.870615744349178,71.64948453608247
28,30.8,956.37,30.8,5.477,139.0,445861513.0,-1456556484.0,5.477,2020-06-18 13:56:19,300.0,0 days 00:02:46.000000000,0 days 00:00:11.000000000,12.251700463636364,-0.5010737454545442,19.717200000000002,-0.8063999999999965,5.477,17.96916068,4.897279375877894,3.04302842188546,0.5942607671200191,0.95637,0.03979882613636361,0.06404999999999995,30.8,101.04987200000001,-1.0,-3.28084,64.04999999999995,210.13780199999985,-1.561280249804841,71.64948453608247
29,30.8,1021.19,30.8,5.552,138.0,445854543.0,-1456556453.0,5.552,2020-06-18 13:56:30,300.0,0 days 00:02:57.000000000,0 days 00:00:11.000000000,12.419470690909089,0.16777022727272417,19.987199999999998,0.269999999999996,5.552,18.215223679999998,4.831123764712398,3.001921229586936,0.6345380478008431,1.02119,0.040277281969697,0.06482000000000004,30.8,101.04987200000001,0.0,0.0,64.82000000000005,212.66404880000016,0.0,71.1340206185567
30,30.2,1084.59,30.2,5.514,139.0,445847729.0,-1456556565.0,5.514,2020-06-18 13:56:41,300.0,0 days 00:03:08.000000000,0 days 00:00:11.000000000,12.334467109090909,-0.0850035818181798,19.8504,-0.13679999999999737,5.514,18.09055176,4.864417689822856,3.0226091161890944,0.67393298138869,1.08459,0.03939493484848476,0.06339999999999986,30.2,99.081368,-0.6000000000000014,-1.9685040000000047,63.399999999999864,208.00525599999955,-0.9463722397476384,71.64948453608247
31,31.4,1149.7,31.4,5.99,141.0,445840733.0,-1456556808.0,5.99,2020-06-18 13:56:52,300.0,0 days 00:03:19.000000000,0 days 00:00:11.000000000,13.39924881818182,1.0647817090909104,21.564,1.7135999999999996,5.99,19.6522316,4.477862961883677,2.782415136338342,0.7143904597152628,1.1497,0.0404574796212122,0.06511000000000013,31.4,103.01837599999999,1.1999999999999993,3.937007999999998,65.11000000000013,213.61549240000042,1.8430348640761742,72.68041237113401
