,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,timestamp,unknown_88,time_elapsed,time_interval,time_interval_float,speed_mph,difference_in_speed_mph,speed_kmh,difference_in_speed_kmh,speed_meters_sec,speed_feet_sec,pace_min_mile,pace_min_km,distance_total_miles,distance_total_km,distance_interval_miles,distance_interval_km,elevation_meters,elevation_feet,rise_meters,rise_feet,run_meters,run_feet,real_cadence,steps_per_second,steps_per_interval,stride_length,hr_%,hr_diff,average_hr,gradient_%
241,27.8,0.0,578.1,27.8,0.0,0.0,143.0,445909440.0,-1456518496.0,0.0,2020-07-11 01:44:15,300.0,0 days 00:59:21.000000000,0 days 00:00:03.000000000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.35921468623240277,0.5781000000000001,0.00015534280303030302,0.00025,27.8,91.207352,0.1999999999999993,0.6561679999999976,0.25,0.82021,0.0,0.0,0.0,inf,73.71134020618557,-3.0,138.06589147286823,82.17341693743793
242,28.2,102.0,578.61,28.2,0.0,0.0,140.0,445909428.0,-1456518551.0,0.0,2020-07-11 01:44:20,300.0,0 days 00:59:26.000000000,0 days 00:00:05.000000000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.3595315855404438,0.5786100000000001,0.00031689931818181254,0.0005099999999999909,28.2,92.519688,0.3999999999999986,1.3123359999999953,0.5099999999999909,1.6732283999999702,204.0,3.4,17.0,0.029999999999999465,72.16494845360825,-3.0,138.06589147286823,79.64772050797399
243,26.8,61.0,579.67,26.8,0.0,0.0,136.0,445909360.0,-1456518652.0,0.0,2020-07-11 01:44:27,300.0,0 days 00:59:33.000000000,0 days 00:00:07.000000000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.3601902390042153,0.5796699999999999,0.0006586534848484509,0.0010599999999999455,26.8,87.926512,-1.3999999999999986,-4.593175999999995,1.0599999999999454,3.4776903999998208,122.0,2.033333333333333,14.233333333333333,0.07447306791568703,70.10309278350515,-4.0,138.06589147286823,-125.58873176952987
244,24.6,101.0,580.8,24.6,0.0,0.0,133.0,445909393.0,-1456518789.0,0.0,2020-07-11 01:44:35,300.0,0 days 00:59:41.000000000,0 days 00:00:08.000000000,8.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.36089238845144356,0.5808,0.0007021494696969669,0.0011299999999999954,24.6,80.708664,-2.1999999999999993,-7.217847999999997,1.1299999999999955,3.7073491999999852,202.0,3.3666666666666667,26.933333333333334,0.041955445544554285,68.55670103092784,-3.0,138.06589147286823,-186.95022773324877
245,23.0,50.0,580.96,23.0,0.0,0.5,130.0,445909434.0,-1456518734.0,0.0,2020-07-11 01:44:41,300.0,0 days 00:59:47.000000000,0 days 00:00:06.000000000,6.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.36099180784220153,0.58096,9.94193939394448e-05,0.00016000000000008184,23.0,75.45932,-1.6000000000000014,-5.249344000000004,0.16000000000008185,0.5249344000002686,100.0,1.6666666666666667,10.0,0.016000000000008185,67.0103092783505,-3.0,138.06589147286823,-823.9815251005211
246,29.2,49.0,585.44,29.2,0.541,0.5,127.0,445909199.0,-1456518988.0,0.541,2020-07-11 01:45:01,300.0,0 days 01:00:07.000000000,0 days 00:00:20.000000000,20.0,1.2101825727272728,1.2101825727272728,1.9476000000000002,1.9476000000000002,0.541,1.77493444,49.57929601050504,30.80714725816389,0.36377555078342483,0.5854400000000001,0.0027837430303030417,0.004480000000000018,29.2,95.800528,6.199999999999999,20.341207999999998,4.480000000000018,14.69816320000006,98.0,1.6333333333333333,32.666666666666664,0.1371428571428577,65.4639175257732,-3.0,138.06589147286823,138.13341374691635
247,27.0,0.0,586.82,27.0,0.0,0.0,124.0,445909113.0,-1456518948.0,0.0,2020-07-11 01:45:10,300.0,0 days 01:00:16.000000000,0 days 00:00:09.000000000,9.0,0.0,-1.2101825727272728,0.0,-1.9476000000000002,0.0,0.0,inf,inf,0.36463304302871236,0.58682,0.0008574922727272699,0.0013799999999999954,27.0,88.58268,-2.1999999999999993,-7.217847999999997,1.3799999999999955,4.527559199999985,0.0,0.0,0.0,inf,63.91752577319587,-3.0,138.06589147286823,-153.8143045258075
248,24.2,0.0,587.77,24.2,0.0,0.0,121.0,445909327.0,-1456519120.0,0.0,2020-07-11 01:45:24,300.0,0 days 01:00:30.000000000,0 days 00:00:14.000000000,14.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.36522334566133774,0.58777,0.0005903026515151091,0.0009499999999999318,24.2,79.396328,-2.8000000000000007,-9.186352000000003,0.9499999999999318,3.1167979999997764,0.0,0.0,0.0,inf,62.371134020618555,-3.0,138.06589147286823,-282.4657314509843
249,24.0,48.0,589.72,24.0,0.0,0.0,124.0,445909603.0,-1456519187.0,0.0,2020-07-11 01:45:36,300.0,0 days 01:00:42.000000000,0 days 00:00:12.000000000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.3664350194862006,0.58972,0.001211673863636392,0.0019500000000000454,24.0,78.74016,-0.1999999999999993,-0.6561679999999976,1.9500000000000455,6.397638000000149,96.0,1.6,19.200000000000003,0.10156250000000236,63.91752577319587,3.0,138.06589147286823,-8.559541174808215
250,29.0,61.0,592.57,29.0,0.0,0.0,121.0,445909497.0,-1456519345.0,0.0,2020-07-11 01:45:53,300.0,0 days 01:00:59.000000000,0 days 00:00:17.000000000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.36820592738407704,0.59257,0.0017709079545454687,0.0028500000000000227,29.0,95.14436,5.0,16.4042,2.8500000000000227,9.350394000000074,122.0,2.033333333333333,34.56666666666666,0.08244937319190038,62.371134020618555,-3.0,138.06589147286823,174.6403377467635
251,30.0,0.0,593.47,30.0,0.0,0.0,118.0,445909510.0,-1456519325.0,0.0,2020-07-11 01:46:04,300.0,0 days 01:01:10.000000000,0 days 00:00:11.000000000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.3687651614570906,0.59347,0.0005592340909090767,0.0008999999999999773,30.0,98.4252,1.0,3.28084,0.8999999999999773,2.9527559999999253,0.0,0.0,0.0,inf,60.824742268041234,-3.0,138.06589147286823,110.74714127169294
252,29.0,0.0,598.75,29.0,0.0,0.0,121.0,445909666.0,-1456519127.0,0.0,2020-07-11 01:46:27,300.0,0 days 01:01:33.000000000,0 days 00:00:23.000000000,23.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.3720460013521037,0.59875,0.0032808399999999832,0.005279999999999973,29.0,95.14436,-1.0,-3.28084,5.279999999999973,17.32283519999991,0.0,0.0,0.0,inf,62.371134020618555,3.0,138.06589147286823,-18.25673011014887
253,25.6,63.0,605.28,25.6,0.0,0.0,124.0,445909305.0,-1456519377.0,0.0,2020-07-11 01:47:02,300.0,0 days 01:02:08.000000000,0 days 00:00:35.000000000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.37610355523741346,0.6052799999999999,0.004057554015151499,0.0065299999999999725,25.6,83.98950400000001,-3.3999999999999986,-11.154855999999995,6.529999999999973,21.423885199999912,126.0,2.1,73.5,0.08884353741496562,63.91752577319587,3.0,138.06589147286823,-51.36087605596429
254,23.2,0.0,608.58,23.2,0.0,0.0,121.0,445909221.0,-1456519301.0,0.0,2020-07-11 01:47:19,300.0,0 days 01:02:25.000000000,0 days 00:00:17.000000000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.37815408017179675,0.60858,0.0020505250000000426,0.003300000000000068,23.2,76.115488,-2.400000000000002,-7.874016000000007,3.300000000000068,10.826772000000224,0.0,0.0,0.0,inf,62.371134020618555,-3.0,138.06589147286823,-71.1465014553232
255,23.6,0.0,613.04,23.6,0.0,0.0,118.0,445909642.0,-1456519333.0,0.0,2020-07-11 01:47:45,300.0,0 days 01:02:51.000000000,0 days 00:00:26.000000000,26.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.38092539568917516,0.6130399999999999,0.002771315606060558,0.004459999999999922,23.6,77.427824,0.40000000000000213,1.312336000000007,4.459999999999923,14.632546399999747,0.0,0.0,0.0,inf,60.824742268041234,-3.0,138.06589147286823,9.5865029822681
256,23.4,61.0,616.73,23.4,0.0,0.0,115.0,445909660.0,-1456519353.0,0.0,2020-07-11 01:48:03,300.0,0 days 01:03:09.000000000,0 days 00:00:18.000000000,18.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.383218255388531,0.61673,0.0022928597727273066,0.0036900000000000548,23.4,76.771656,-0.20000000000000284,-0.6561680000000093,3.6900000000000546,12.10629960000018,122.0,2.033333333333333,36.599999999999994,0.10081967213114905,59.27835051546392,-3.0,138.06589147286823,-4.556401351970758
257,22.0,61.0,619.22,22.0,0.0,0.0,115.0,445909327.0,-1456519387.0,0.0,2020-07-11 01:48:08,300.0,0 days 01:03:14.000000000,0 days 00:00:05.000000000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,inf,0.38476546965720193,0.61922,0.0015472143181818239,0.002490000000000009,22.0,72.17848,-1.3999999999999986,-4.593175999999995,2.490000000000009,8.16929160000003,122.0,2.033333333333333,10.166666666666666,0.24491803278688615,59.27835051546392,0.0,138.06589147286823,-54.33568215202351
